WB_version,category_1,Additional_categories,Gene_set_name,Number_genes,Refs,Data_from,Rawdata,Selection_criteria,decided_by,Comment
NA,Mutants,NA,down by tax-4 RNAi,25,http://www.ncbi.nlm.nih.gov/pubmed/26959186,Re-analysis (adj_p<0.05),GSE77111,NA,NA,add in 2016.06.08
NA,Mutants,NA,"down by tbx-2(bx59) mutant, embryos",245,http://www.ncbi.nlm.nih.gov/pubmed/23595631,Supplementary Table 2,NA,NA,NA,
NA,Mutants,NA,down by tdp-1(ok803) mutant,823,http://www.ncbi.nlm.nih.gov/pubmed/25391662,Supplementary Table S3,GSE61581,NA,NA,
NA,Chemicals/stress,NA,down by temperature shift (15-25) (Sonoda),61,https://www.ncbi.nlm.nih.gov/pubmed/27320929,Supplementary Table 2,GSE81409,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,down by temperature shift (25to20),189,https://www.ncbi.nlm.nih.gov/pubmed/28428426,Re-analysis (adj<0.05),GSE83528,NA,NA,add in 2017.07.25
NA,Chemicals/stress,NA,down by temperature shift (34to20),727,https://www.ncbi.nlm.nih.gov/pubmed/27688402,Supplementary Table,GSE81520,NA,NA,add in 2017.07.26
NA,Chemicals/stress,NA,"down by temperature shift, 25to20 (Isik)",413,https://www.ncbi.nlm.nih.gov/pubmed/27905558,Supplementary Table 1,GSE76413,NA,NA,add in 2017.07.26
NA,Chemicals/stress,NA,"down by temperature, 25to20 (Amendola)",28,https://www.ncbi.nlm.nih.gov/pubmed/28207814,Re-analysis (adj<0.05),GSE93086,NA,NA,add in 2017.07.26
NA,Chemicals/stress,NA,down by tert-butyl hydrogen peroxide (Oliveira),109,http://www.ncbi.nlm.nih.gov/pubmed/19575768,TableS10,NA,NA,NA,
NA,Chemicals/stress,NA,Down by testosterone 10e-09,58,http://www.ncbi.nlm.nih.gov/pubmed/11795393,NA,GSE2970,NA,NA,
NA,Chemicals/stress,NA,down by Tetracycline vs. S. enterica SL2048 at 120h (Recovery after infection),57,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,GSE54212,NA,NA,
NA,Chemicals/stress,NA,down by Tetracycline vs. S. enterica SL2048 at 96h (Recovery after infection),125,http://www.ncbi.nlm.nih.gov/pubmed/25340560,Table S2,GSE54212,NA,NA,
NA,DAF/Insulin/food,NA,"down by TGFbeta, adults",4192,http://www.ncbi.nlm.nih.gov/pubmed/17900898,Supp. Table 2,NA,NA,NA,
WS283,Tissue,mutants,Down by thoc-5(wy822) mutants,1546,https://pubmed.ncbi.nlm.nih.gov/30146163/,GSE supplementary,GSE102300,padj<0.05; foldchange <= -2,JN,added 2022.05.24
NA,Chemicals/stress,NA,Down by Toluene 24h,17,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,Rawdata,GSE23013,NA,NA,
NA,Chemicals/stress,NA,down by Toxic-Se (selenium),59,http://www.ncbi.nlm.nih.gov/pubmed/24971995,Re-analysis (p<0.01 & fold>=2 at all concentrations),GSE59475,NA,NA,
WS283,Chemicals/stress,mutants,Down by trehalose in N2,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,GSE98544,FDR<0.05; foldchange <= -2,JN,added 2022.05.24
WS283,Chemicals/stress,mutants,Down by trehalose in tps-1;tps-2,2,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,GSE98544,FDR<0.05; foldchange <= -2,JN,added 2022.05.24
WS283,Chemicals/stress,mutants,Down by trehalose N2 vs. tps-1;tps-2,4,https://pubmed.ncbi.nlm.nih.gov/29063832/,Figure 7 - source data 2,GSE98544,FDR<0.05; foldchange <= -2,JN,added 2022.05.24
NA,Chemicals/stress,NA,Down by Tryptophan (TRP),178,http://www.ncbi.nlm.nih.gov/pubmed/23499532,Supp table,GSE43864,NA,NA,
WS283,Chemicals/stress,NA,Down by Tunicamycin (Koh),1043,https://pubmed.ncbi.nlm.nih.gov/30333136/,Table S2,GSE99763,ANOVA p<0.05; foldchange <= -1.5,authors,
NA,Mutants,NA,"down by tut-1 & elpc-1 mutant, mRNA",1189,http://www.ncbi.nlm.nih.gov/pubmed/26052047,Re-analysis(fold>=2 & fdr <0.01),GSE67387,NA,NA,
NA,Mutants,NA,"down by tut-1 mutant, L4, ribosome",61,http://www.ncbi.nlm.nih.gov/pubmed/26052047,Re-analysis(fold>=2 & fdr <0.01),GSE57993,NA,NA,
NA,Chemicals/stress,NA,down by ultraviolet C radiation (UVC) and EtBr at 3h,229,http://www.ncbi.nlm.nih.gov/pubmed/23374645,Additional file 3,GSE38997,NA,NA,
NA,Chemicals/stress,NA,down by ultraviolet C radiation (UVC) at 3h,197,http://www.ncbi.nlm.nih.gov/pubmed/23374645,Additional file 3,GSE38997,NA,NA,
NA,Chemicals/stress,NA,down by UV (Choi),1928,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84441,Re-analysis (logFold>1&adj<0.05),GSE84441,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,down by UV and TiO2 (Choi),1935,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84441,Re-analysis (logFold>1&adj<0.05),GSE84441,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,down by UV irradiation,660,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 3,GSE51162,NA,NA,
NA,DAF/Insulin/food,NA,down by UV irradiation on xpa-1 mutant,679,http://www.ncbi.nlm.nih.gov/pubmed/25419847,Supplementary Table 4,GSE51162,NA,NA,
NA,Mutants,NA,down by vhl-1 mutant (Albores),171,http://www.biorxiv.org/content/early/2017/03/02/112920.1,Re-analysis (adj<0.05),GSE97355,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by vhl-1 mutant under egl-9 mutant (Albores),103,http://www.biorxiv.org/content/early/2017/03/02/112920.1,Re-analysis (adj<0.05),GSE97355,NA,NA,add in 2017.07.26
NA,Mutants,NA,down by vhp-1 RNAi Adult,24,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82238,Re-analysis (adj_p<0.05),GSE82238,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by vhp-1 RNAi during development,11,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82238,Re-analysis (adj_p<0.05),GSE82238,NA,NA,add in 2016.06.08
NA,Mutants,NA,down by virus Orsay,61,http://www.ncbi.nlm.nih.gov/pubmed/23811144,Supplementary Table 2,GSE41058,NA,NA,
NA,Chemicals/stress,NA,down by vitamin C,193,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S5,GSE54173,NA,NA,
NA,Chemicals/stress,NA,down by vitamin C under wrn-1 mutant,139,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S4,GSE54173,NA,NA,
NA,Development/Dauer/Aging,NA,down by vitamin D3 at protein level during aging,101,https://www.ncbi.nlm.nih.gov/pubmed/27783938,Supplementary Table 3,GSE86493,NA,NA,add in 2017.07.27
NA,Chemicals/stress,NA,"down by vitamin D3, skn-1 regulated",59,https://www.ncbi.nlm.nih.gov/pubmed/27783938,Supplementary Table 2,GSE86493,NA,NA,add in 2017.07.27
NA,Mutants,NA,down by wdr-23 mutant,132,http://www.ncbi.nlm.nih.gov/pubmed/23555279,Table S6,NA,NA,NA,
NA,Mutants,NA,down by wdr-5 mutant,162,http://www.ncbi.nlm.nih.gov/pubmed/25310986,Table S1,GSE61094,NA,NA,
NA,Mutants,NA,down by wrn-1 mutant,907,http://www.ncbi.nlm.nih.gov/pubmed/25346348,Table S3,GSE54173,NA,NA,
NA,Other,NA,"down by xenobiotics: Atrazine, Clofibrate, DES, Fla, beta-NF",43,http://www.ncbi.nlm.nih.gov/pubmed/16168746,Table 3,GSE4111,NA,NA,
NA,Mutants,NA,down by xpa-1 mutant (Arczewska),57,http://www.ncbi.nlm.nih.gov/pubmed/23580547,Supplementary Table 1,GSE39252,NA,NA,
NA,Mutants,NA,"down by xpa-1 mutant, proteomics",12,http://www.ncbi.nlm.nih.gov/pubmed/23580547,Table 1,GSE39252,NA,NA,
NA,Chemicals/stress,NA,down by X-ray at 2h,82,http://www.ncbi.nlm.nih.gov/pubmed/18627611,Additional file 1 (p<0.05 & fold >1.5),NA,NA,NA,
NA,Mutants,NA,down by xrn-2 RNAi,351,https://www.ncbi.nlm.nih.gov/pubmed/27631780,Re-analysis (adj<0.05),GSE79994,NA,NA,add in 2017.07.27
NA,Mutants,NA,down by zip-2 RNAi on OP50,218,http://www.ncbi.nlm.nih.gov/pubmed/20133860,Table S4,GSE50513,NA,NA,
NA,Mutants,NA,Down C34B2.8 RNAi ETC complex I,688,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9897,NA,NA,
NA,Mutants,NA,Down cde-1 mutant,473,http://www.ncbi.nlm.nih.gov/pubmed/19804759,Table S2,GSE18202,NA,NA,
NA,Other,NA,Down CeMM vs. NGM,25,http://www.ncbi.nlm.nih.gov/pubmed/17023606,Table4,GSE6057,NA,NA,
NA,Mutants,NA,Down cgh-1 mutant,141,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1,GSE33084,NA,NA,
NA,Other,NA,Down Clino Rotation,283,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE36358,Rawdata,GSE36358,NA,NA,
NA,Mutants,NA,"down consistently by in let-7(n2853), lin-41(xe11) and lin-41(xe11); let-7(n2853)",70,https://www.ncbi.nlm.nih.gov/pubmed/28111013,Supp. Table 3,GSE80157,NA,NA,add in 2017.07.24
WS210,DAF/Insulin/food,development,Down control fed vs control starved,159,https://pubmed.ncbi.nlm.nih.gov/30049782/,File _S1,GSE113500,FDR<0.05; foldchange <= -2,JN,added 2022.05.24
NA,DAF/Insulin/food,NA,Down Core diet response genes Comamonas DA1877,46,http://www.ncbi.nlm.nih.gov/pubmed/23540701,Table S2,GSE43959,NA,NA,
NA,Mutants,NA,Down crh-1 null,536,http://www.ncbi.nlm.nih.gov/pubmed/21331044,Supp table S3,GSE25513,NA,NA,
NA,Microbes,NA,down D. coniospora 12 h (cDNA),210,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,NA,NA,NA,
NA,Microbes,NA,"Down D. coniospora 12h, cDNAArray",210,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,NA,NA,NA,
NA,Microbes,NA,"Down D. coniospora 12h, RNASeq",1142,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,NA,NA,NA,
NA,Microbes,NA,down D. coniospora 24 h (cDNA),149,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,NA,NA,NA,
NA,Microbes,NA,down D. coniospora 24 h (oligo),456,http://www.ncbi.nlm.nih.gov/pubmed/18636113,Table S1,NA,NA,NA,
NA,Mutants,NA,Down D2030.4 RNAi ETC complex I,1487,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9897,NA,NA,
NA,Mutants,NA,Down daf-10(m70) mutant,55,http://www.ncbi.nlm.nih.gov/pubmed/23284299,Table 2,GSE41943,NA,NA,
NA,Mutants,NA,Down daf-14 mutant,791,http://www.ncbi.nlm.nih.gov/pubmed/15380030,Additional File 1,E-SMDB-3596,NA,NA,
NA,Mutants,NA,Down daf-16 jun-1 and kgb-1 mutant,182,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Table S4,GSE27677,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-16 mutant By Fast,386,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-16 mutant By Fed,254,http://www.ncbi.nlm.nih.gov/pubmed/23352664,Rawdata,GSE27677,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-16 vs. daf-2,464,http://www.ncbi.nlm.nih.gov/pubmed/12882324,NA,GSE3089,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-16(-) and /or hsf-1 (-1) qPCR,41,http://www.ncbi.nlm.nih.gov/pubmed/19883616,Table S5,GSE18563,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-16;fer-15 vs. fer-15,217,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 6,Budovskaya YV, Cell. 2008",GSE12094,NA,NA,
NA,Mutants,NA,Down daf-19 mutant,67,http://www.ncbi.nlm.nih.gov/pubmed/17187676,Additional data file 3,GSE6563,NA,NA,
NA,Mutants,NA,"Down daf-19 mutant, Phirke",521,http://www.ncbi.nlm.nih.gov/pubmed/21740898,Supp table S2,GSE25633,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-2 (e1370) vs. wildtype,714,http://www.ncbi.nlm.nih.gov/pubmed/22482728,RawData,GSE36041,NA,NA,
WS283,Development/Dauer/Aging,NA,Down daf-2 dauer 25C vs daf-2;mir-34 dauer 25C,7,https://pubmed.ncbi.nlm.nih.gov/27905558/,Supplementary Table S1,GSE76413,p < 0.05; foldchange <= -2,authors; JN,added 2022.05.24
NA,DAF/Insulin/food,NA,Down daf-2 vs. daf-2;pmk-1,47,http://www.ncbi.nlm.nih.gov/pubmed/17096597,Supp Table S2,GSE5793,NA,NA,
NA,DAF/Insulin/food,NA,Down daf-2(-) vs. daf-16(-);daf-2(-),298,http://www.ncbi.nlm.nih.gov/pubmed/19883616,Table S2,GSE18563,NA,NA,
NA,Mutants,NA,Down daf-7 mutant,864,http://www.ncbi.nlm.nih.gov/pubmed/15380030,Additional File 1,E-SMDB-3596,NA,NA,
NA,Mutants,NA,Down daf-8 mutant,586,http://www.ncbi.nlm.nih.gov/pubmed/15380030,Additional File 1,E-SMDB-3596,NA,NA,
NA,Development/Dauer/Aging,NA,Down dauer vs. dauer-exit,441,http://www.ncbi.nlm.nih.gov/pubmed/22712530,Additional file 3:,GSE30977,NA,NA,
WS220,Tissue,development,Down Day 1 Adult P-granule depleted UNC-119::GFP(-),16,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
WS220,Tissue,development,Down Day 2 Adult P-granule depleted UNC-119::GFP(+) vs. Day 2 Adult P-granule depleted UNC-119::GFP(-),28,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
WS220,Tissue,development,Down Day 2 Adult P-granule depleted UNC-119::GFP(-),64,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
WS220,Tissue,development,Down Day 2 Adult P-granule depleted UNC-119::GFP(+),567,https://pubmed.ncbi.nlm.nih.gov/28258184/,File S1,GSE92690,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
NA,Development/Dauer/Aging,NA,Down Day 8 on glp-1(e2141ts) vs. Wildtype,2820,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 7,GSE30505,NA,NA,
NA,Mutants,NA,Down Day1 wdr-5 mutant vs. wt Transgenerational,568,http://www.ncbi.nlm.nih.gov/pubmed/22012258,Supplementary Table 7,GSE31043,NA,NA,
NA,Mutants,NA,Down DBL-1 ++ vs. SMA-6 -,543,http://www.ncbi.nlm.nih.gov/pubmed/20529267,Additional file 2,GSE15527,NA,NA,
NA,Development/Dauer/Aging,NA,Down dbl-1 and sma-9 knock-out,16,http://www.ncbi.nlm.nih.gov/pubmed/17397820,Supplementary Table 4,E-MEXP-687,NA,NA,
NA,Development/Dauer/Aging,NA,Down dbl-1 knock-out,49,http://www.ncbi.nlm.nih.gov/pubmed/17397820,Supplementary Table 2,E-MEXP-687,NA,NA,
NA,Chemicals/stress,NA,Down DEHP exposure,2661,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,GSE15016,NA,NA,
NA,Mutants,NA,Down dpl-1 mutant,196,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,GSE5069,NA,NA,
NA,Chemicals/stress,NA,Down dpy-10 mutant,1071,http://www.ncbi.nlm.nih.gov/pubmed/20126308,Table S6,GSE19310,NA,NA,
NA,Chemicals/stress,NA,Down dpy-9 mutant,809,http://www.ncbi.nlm.nih.gov/pubmed/20126308,Table S5,GSE19310,NA,NA,
WS210,DAF/Insulin/food,development,Down during L1 arrest in the progeny of DR parents,68,https://pubmed.ncbi.nlm.nih.gov/31280992/,Table S1,GSE114271,FDR<0.05; foldchange <= 0,authors,added 2022.05.24
NA,Mutants,NA,down dys-1 mutants,59,http://www.ncbi.nlm.nih.gov/pubmed/16962739,Supplemental Table 2,Supplemental Table 3,NA,NA,
NA,Microbes,NA,"Down E. faecalis 24h, RNASeq",733,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,NA,NA,NA,
NA,Microbes,NA,"Down E. faecalis 24h, TillingArray",238,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,NA,NA,NA,
NA,Mutants,NA,down efl-1 mutant vs. N2,182,http://www.ncbi.nlm.nih.gov/pubmed/17096596,Rawdata,GSE5069,NA,NA,
NA,Mutants,NA,Down efl-1/dpl-1 mutant,75,http://www.ncbi.nlm.nih.gov/pubmed/16854972,Supplemental Table 1,GSE5071,NA,NA,
NA,Mutants,NA,Down elt-1 RNAi,137,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,GSE9665,NA,NA,
NA,Mutants,NA,Down elt-3 RNAi,377,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,GSE9665,NA,NA,
NA,Development/Dauer/Aging,NA,Down Embryo vs. Old,1031,http://www.ncbi.nlm.nih.gov/pubmed/17472752,NA,GSE4766,NA,NA,
NA,Development/Dauer/Aging,NA,Down Embryo vs. Young,1289,http://www.ncbi.nlm.nih.gov/pubmed/17472752,NA,GSE4766,NA,NA,
NA,Mutants,NA,Down eri-1 mutant,308,http://www.ncbi.nlm.nih.gov/pubmed/17919598,Rawdata,GSE8659,NA,NA,
NA,Chemicals/stress,NA,Down exposed to Elbe sediment,275,http://www.ncbi.nlm.nih.gov/pubmed/19366437,Additional file 1,GSE11837,NA,NA,
NA,Chemicals/stress,NA,Down exposed to PCB52,816,http://www.ncbi.nlm.nih.gov/pubmed/17499272,RawData,GSE7125,NA,NA,
NA,Chemicals/stress,NA,Down exposed to Rhine sediment,397,http://www.ncbi.nlm.nih.gov/pubmed/19366437,Additional file 2,GSE11837,NA,NA,
NA,Other,NA,Down exposed to space condition,324,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32949,Rawdata,GSE32949,NA,NA,
NA,Microbes,NA,Down exposed to Vibrio cholerae E7946,153,http://www.ncbi.nlm.nih.gov/pubmed/22675448,Rawdata,GSE34026,NA,NA,
NA,Microbes,NA,Down exposed to Vibrio cholerae with intact hemolysin A gene,132,http://www.ncbi.nlm.nih.gov/pubmed/22675448,Rawdata,GSE34026,NA,NA,
NA,Microbes,NA,Down exposed to Vibrio cholerae without hemolysin A gene,101,http://www.ncbi.nlm.nih.gov/pubmed/22675448,Rawdata,GSE34026,NA,NA,
NA,DAF/Insulin/food,NA,Down fed by Comamonas DA1877 vs. OP50 Gravid adult,414,http://www.ncbi.nlm.nih.gov/pubmed/23540701,Table S1,GSE43959,NA,NA,
NA,DAF/Insulin/food,NA,Down fed by Comamonas DA1877 vs. OP50 Young adult,318,http://www.ncbi.nlm.nih.gov/pubmed/23540701,Table S1,GSE43959,NA,NA,
NA,Microbes,NA,Down fed by E. Coli HT115 vs. OP50,43,http://www.ncbi.nlm.nih.gov/pubmed/23540701,Table S1,GSE43959,NA,NA,
NA,Microbes,NA,"Down fed with L. rhamnosus CNCM I-3690 vs. OP50,10 days",71,http://www.ncbi.nlm.nih.gov/pubmed/23300685,Supplemental Table S3,GSE42192,NA,NA,
NA,Microbes,NA,"Down fed with L. rhamnosus CNCM I-3690 vs. OP50,3 days",758,http://www.ncbi.nlm.nih.gov/pubmed/23300685,Supplementary Material S2.,GSE42192,NA,NA,
NA,Microbes,NA,"Down fed with L. rhamnosus CNCM I-4137 vs. OP50,10 days",69,http://www.ncbi.nlm.nih.gov/pubmed/23300685,Supplementary Material S4.,GSE42192,NA,NA,
NA,Mutants,NA,Down fer-1 mutant,218,http://www.ncbi.nlm.nih.gov/pubmed/19755517,Table S1,GSE16753,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 0H,42,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 15H,642,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 1H,174,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 24H,761,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 3H,386,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,DAF/Insulin/food,NA,Down Food vs. Starve 6H,443,"http://www.ncbi.nlm.nih.gov/pubmed/19251593,http://www.ncbi.nlm.nih.gov/pubmed/21445366",NA,GSE11055,NA,NA,
NA,Chemicals/stress,NA,Down Formaldehyde exposure 24H,333,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,Rawdata,GSE23013,NA,NA,
NA,DAF/Insulin/food,NA,Down found to affect acdh-1,136,http://www.ncbi.nlm.nih.gov/pubmed/23540702,Table S2,GSE43952,NA,NA,
NA,Development/Dauer/Aging,NA,Down from behavioral state A to C,232,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 2,GSE12290,NA,NA,
NA,Mutants,NA,Down gas-1 mutant,132,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9967,NA,NA,
NA,Mutants,NA,"Down gas-1 RNAi, ETC complex I",503,http://www.ncbi.nlm.nih.gov/pubmed/18178500,RawData,GSE9897,NA,NA,
NA,Mutants,NA,Down gld-1 mutant,411,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1,GSE33084,NA,NA,
NA,Mutants,NA,"Down gld-1 mutant, polysomal",434,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1,GSE33084,NA,NA,
NA,Mutants,NA,"Down gld-1 mutant, total RNA",649,http://www.ncbi.nlm.nih.gov/pubmed/22693456,Table S1,GSE33084,NA,NA,
WS283,Development/Dauer/Aging,daf;mutants,Down gld-1(RNAi),7,https://pubmed.ncbi.nlm.nih.gov/26759963/,GEO Supplementary,GSE65406,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
WS283,Development/Dauer/Aging,daf;mutants,Down gld-1(RNAi) vs fasting,100,https://pubmed.ncbi.nlm.nih.gov/26759963/,GEO Supplementary,GSE65406,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
WS283,Development/Dauer/Aging,daf;mutants,Down gld-1(RNAi) vs fed,5,https://pubmed.ncbi.nlm.nih.gov/26759963/,GEO Supplementary,GSE65406,padj < 0.05; foldchange <= -2,JN,added 2022.05.24
NA,Mutants,NA,Down glp-1 (e2141ts) L3,1717,http://www.ncbi.nlm.nih.gov/pubmed/20555324,Supplementary Table 6,GSE30505,NA,NA,
NA,Mutants,NA,Down glp-1 mutant,1532,http://www.ncbi.nlm.nih.gov/pubmed/23499532,Rawdata,GSE43864,NA,NA,
NA,Mutants,NA,Down glp-4 vs. wt Adult,2767,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",GSE5069,NA,NA,
NA,Mutants,NA,Down glp-4 vs. wt L2,148,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",GSE5069,NA,NA,
NA,Mutants,NA,Down glp-4 vs. wt L3,123,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",GSE5069,NA,NA,
NA,Mutants,NA,Down glp-4 vs. wt L4,1120,http://www.ncbi.nlm.nih.gov/pubmed/17096596,"Rawdata,Leacock SW, PLoS Genet. 2006",GSE5069,NA,NA,
NA,Microbes,NA,"Down Harposporium 24h, RNASeq",1689,http://www.ncbi.nlm.nih.gov/pubmed/21602919,Supplemental Table S9,NA,NA,NA,
NA,Mutants,NA,down hif-1; vhl-1 vs. hif-1,52,http://www.ncbi.nlm.nih.gov/pubmed/15361934,Table 4,GSE2963,NA,NA,
NA,Chemicals/stress,NA,Down high pH AB2 vs. Control,227,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH AB2 vs. N2,105,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH CB4856 vs. Control,9,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH CB4856 vs. N2,101,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH CB4857 vs. Control,80,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH CB4857 vs. N2,99,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down High pH N2 vs. Control,40,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH sid-1 strain vs. Control,53,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down high pH sid-1 strain vs. N2,16,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down High pH Strain RC301 vs. Control,22,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Chemicals/stress,NA,Down High pH Strain RC301 vs. N2,36,http://www.ncbi.nlm.nih.gov/pubmed/22669615,RawData,GSE34650,NA,NA,
NA,Mutants,NA,Down his-24 KO,465,http://www.ncbi.nlm.nih.gov/pubmed/22083954,RawData,GSE25714,NA,NA,
NA,Tissue,NA,"Down hlh-1 induced 4H, muscle",56,http://www.ncbi.nlm.nih.gov/pubmed/17848203,RawData,GSE8231,NA,NA,
NA,Tissue,NA,"Down hlh-1 induced 6H, muscle",27,http://www.ncbi.nlm.nih.gov/pubmed/17848203,RawData,GSE8231,NA,NA,
NA,Mutants,NA,Down hlh-1 RNAi used mex-3 mutant strain,285,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,GSE9665,NA,NA,
NA,Mutants,NA,Down hlh-30 mutant,123,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S8,GSE15762,NA,NA,
NA,Mutants,NA,Down hnd-1 RNAi used mex-3 mutant strain,247,http://www.ncbi.nlm.nih.gov/pubmed/18277379,RawData,GSE9665,NA,NA,
NA,Mutants,NA,Down hpl-1 KO,479,http://www.ncbi.nlm.nih.gov/pubmed/22083954,RawData,GSE25714,NA,NA,
NA,Mutants,NA,Down hpl-2 KO,589,http://www.ncbi.nlm.nih.gov/pubmed/22083954,RawData,GSE25714,NA,NA,
