WormBaseVersion_checked,Categories,Gene Set name,number_genes,Refs,Data From,Selection_criteria,decided_by,Rawdata,Comment,
WS258 ,Microbes,Down in pmk-1 raised on P. Aeruginosa,142,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange >= -2,JN,GSE119292,,
WS258 ,Mutants,Up in N2 raised on P. Aeruginosa,394,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS258 ,Microbes,Up in N2 raised on P. Aeruginosa,394,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS258 ,Mutants,Up in atf-7 raised on P. Aeruginosa,275,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS258 ,Microbes,Up in atf-7 raised on P. Aeruginosa,275,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS258 ,Mutants,Up in pmk-1 raised on P. Aeruginosa,172,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS258 ,Microbes,Up in pmk-1 raised on P. Aeruginosa,172,https://pubmed.ncbi.nlm.nih.gov/30789901/,S1 Table,padj<0.05; foldchange <= 2,JN,GSE119292,,
WS220,DAF/Insulin/food,Down under dietary restrictions,779,https://pubmed.ncbi.nlm.nih.gov/31253655/,Table S1,FDR < 0.05; foldchange <= -2,authors,GSE119485,,
WS220,DAF/Insulin/food,Up under dietary restrictions,254,https://pubmed.ncbi.nlm.nih.gov/31253655/,Table S1,FDR < 0.05; foldchange >= 2,authors,GSE119485,,
,Development/Dauer/Aging,Age-related,1068,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 4, Budovskaya YV, Cell. 2008",,,GSE12094,,
,Mutants,Down age-1;fer-15 vs. fer-15,53,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 5,Budovskaya YV, Cell. 2008",,,GSE12094,,
,DAF/Insulin/food,Down daf-16;fer-15 vs. fer-15,217,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 6,Budovskaya YV, Cell. 2008",,,GSE12094,,
,Mutants,UP age-1;fer-15 vs. fer-15,192,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 5,Budovskaya YV, Cell. 2008",,,GSE12094,,
,DAF/Insulin/food,UP daf-16;fer-15 vs. fer-15,148,http://www.ncbi.nlm.nih.gov/pubmed/18662544,"Supplementary Table 6,Budovskaya YV, Cell. 2008",,,GSE12094,,
WS283,Microbes,Down in wt at 24h after P. Aeruginosa infection,52,https://pubmed.ncbi.nlm.nih.gov/32857822/,S2 Table,p<0.01; foldchange <= -2,JN,GSE121091,,
WS283,Microbes,Up in wt at 24h after P. Aeruginosa infection,208,https://pubmed.ncbi.nlm.nih.gov/32857822/,S1 Table,p<0.01; foldchange >= 2,JN,GSE121091,,
WS283,Tissue,Up in AVK interneurons,1647,https://pubmed.ncbi.nlm.nih.gov/30392795/,Table S1,p unknown; foldchange >= 2,authors,GSE121129,,
WS283,DAF/Insulin/food,Up in AVK interneurons,1647,https://pubmed.ncbi.nlm.nih.gov/30392795/,Table S1,p unknown; foldchange >= 2,authors,GSE121129,,
WS235,DAF/Insulin/food,Down in daf-16;fer-15 at day2-3,24,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Down in daf-16;fer-15 at day2-3,24,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,DAF/Insulin/food,Down in daf-16;fer-15 at day4-5,77,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Down in daf-16;fer-15 at day4-5,77,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,DAF/Insulin/food,Down in daf-16;fer-15 at day6-7,303,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Down in daf-16;fer-15 at day6-7,303,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,DAF/Insulin/food,Up in daf-16;fer-15 at day2-3,126,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Up in daf-16;fer-15 at day2-3,126,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,DAF/Insulin/food,Up in daf-16;fer-15 at day4-5,126,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Up in daf-16;fer-15 at day4-5,126,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,DAF/Insulin/food,Up in daf-16;fer-15 at day6-7,379,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
WS235,Mutants,Up in daf-16;fer-15 at day6-7,379,https://pubmed.ncbi.nlm.nih.gov/30773782/,Supplementary file 2,p<0.05; no further information,authors,GSE122892,,
,Development/Dauer/Aging,Age markers Top 50,50,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 15,,,GSE12290,,
,Development/Dauer/Aging,Aging between 12 and 24 days,427,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 11,,,GSE12290,,
,Development/Dauer/Aging,"aging, proteolysis and lipid metabolism",440,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 8,,,GSE12290,,
,Development/Dauer/Aging,Down from behavioral state A to C,232,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 2,,,GSE12290,,
,Development/Dauer/Aging,UP from behavioral state A to C,109,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 1,,,GSE12290,,
,Development/Dauer/Aging,UP from young adults to 10 days of age,1164,http://www.ncbi.nlm.nih.gov/pubmed/18778409,Supplementary Table 6,,,GSE12290,,
WS283,Mutants,Down in age-1(hx546);gas-1(fc21) vs gas-1(fc21),2,https://pubmed.ncbi.nlm.nih.gov/30796049/,Dataset EV2,q < 0.05; foldchange <= -2,JN,GSE122902,,
WS283,Development/Dauer/Aging,Down in age-1(hx546);gas-1(fc21) vs gas-1(fc21),2,https://pubmed.ncbi.nlm.nih.gov/30796049/,Dataset EV2,q < 0.05; foldchange <= -2,JN,GSE122902,,
WS283,Mutants,Up in age-1(hx546);gas-1(fc21) vs gas-1(fc21),4,https://pubmed.ncbi.nlm.nih.gov/30796049/,Dataset EV2,q<0.05; foldchange >= 2,JN,GSE122902,,
WS283,Development/Dauer/Aging,Up in age-1(hx546);gas-1(fc21) vs gas-1(fc21),4,https://pubmed.ncbi.nlm.nih.gov/30796049/,Dataset EV2,q<0.05; foldchange >= 2,JN,GSE122902,,
,Chemicals/stress,"Affected by OP exposure,",86,http://www.ncbi.nlm.nih.gov/pubmed/19402892,Fig2,,,GSE12298,,
,Chemicals/stress,Changed upon organophosphorus pesticide intoxication,31,http://www.ncbi.nlm.nih.gov/pubmed/19402892,Tab 3,,,GSE12298,,
,Chemicals/stress,Down by fenamiphos high,864,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by fenamiphos low,11,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by fenamiphos mid,157,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by high dichlorvos,724,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by low dichlorvos,236,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by mefloquine high,826,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by mefloquine low,58,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by mefloquine mid,335,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,Down by mid dichlorvos,473,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by fenamiphos high,923,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by fenamiphos low,28,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by fenamiphos mid,214,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by high dichlorvos,999,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by low dichlorvos,349,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by mefloquine high,1256,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by mefloquine low,123,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by mefloquine mid,549,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
,Chemicals/stress,UP by mid dichlorvos,532,http://www.ncbi.nlm.nih.gov/pubmed/19402892,RawData,,,GSE12298,,
WBcel235,DAF/Insulin/food,Down by Clostridium butyricum CBM588 ,280,https://pubmed.ncbi.nlm.nih.gov/30563064/,Table S2,p<0.01; foldchange <= -2,JN,GSE123163,,
WBcel235,Microbes,Down by Clostridium butyricum CBM588 ,280,https://pubmed.ncbi.nlm.nih.gov/30563064/,Table S2,p<0.01; foldchange <= -2,JN,GSE123163,,
WBcel235,DAF/Insulin/food,Up by Clostridium butyricum CBM588 ,86,https://pubmed.ncbi.nlm.nih.gov/30563064/,Table S2,p<0.01; foldchange >= 2,JN,GSE123163,,
WBcel235,Microbes,Up by Clostridium butyricum CBM588 ,86,https://pubmed.ncbi.nlm.nih.gov/30563064/,Table S2,p<0.01; foldchange >= 2,JN,GSE123163,,
WS283,Mutants,Down in ccm-1/kri-1(ok1251),47,https://pubmed.ncbi.nlm.nih.gov/30728328/,Table S2,FDR<0.25; foldchange <= -2,authors,GSE123968,,
WS283,Mutants,Down in ccm-3/pdcd-10(tm2806),73,https://pubmed.ncbi.nlm.nih.gov/30728328/,Table S2,FDR<0.25; foldchange <= -2,authors,GSE123968,,
WS283,Mutants,Up in ccm-1/kri-1(ok1251),504,https://pubmed.ncbi.nlm.nih.gov/30728328/,Table S2,FDR<0.25; foldchange >= 2,authors,GSE123968,,
WS283,Mutants,Up in ccm-3/pdcd-10(tm2806),28,https://pubmed.ncbi.nlm.nih.gov/30728328/,Table S2,FDR<0.25; foldchange >= 2,authors,GSE123968,,
WS283,Mutants,Down in hpx-2 ,10,https://pubmed.ncbi.nlm.nih.gov/30695063/,S1 Table,q<0.05; foldchange <= -2,JN,GSE124372,,
WS283,Microbes,Down in hpx-2 after exposure to Enterococcus feacalis OG1RF,9,https://pubmed.ncbi.nlm.nih.gov/30695063/,S2 Table,q<0.05; foldchange <= -2,JN,GSE124372,,
WS283,Microbes,Down in N2 after exposure to Enterococcus feacalis OG1RF,117,https://pubmed.ncbi.nlm.nih.gov/30695063/,S3 Table,q<0.05; foldchange <= -2,JN,GSE124372,,
WS283,Mutants,Up in hpx-2 ,8,https://pubmed.ncbi.nlm.nih.gov/30695063/,S1 Table,q<0.05; foldchange >= 2,JN,GSE124372,,
WS283,Microbes,Up in hpx-2 after exposure to Enterococcus feacalis OG1RF,6,https://pubmed.ncbi.nlm.nih.gov/30695063/,S2 Table,q<0.05; foldchange >= 2,JN,GSE124372,,
WS283,Microbes,Up in N2 after exposure to Enterococcus feacalis OG1RF,865,https://pubmed.ncbi.nlm.nih.gov/30695063/,S3 Table,q<0.05; foldchange >= 2,JN,GSE124372,,
,Microbes,DKF-2 and PA14 induced,12,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 3,,,GSE12456,,
,Mutants,DKF-2 induced,77,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 1,,,GSE12456,,
,Mutants,DKF-2 reduced,41,http://www.ncbi.nlm.nih.gov/pubmed/19371715,Table 2,,,GSE12456,,
n.a.,Chemicals/stress,Down by Bacillus thuringiensis pore forming toxin Cry5B,943,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S2,ANOVA p<0.05; foldchange <= -2,authors,GSE125131,,
n.a.,Microbes,Down by Bacillus thuringiensis pore forming toxin Cry5B,943,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S2,ANOVA p<0.05; foldchange <= -2,authors,GSE125131,,
n.a.,Mutants,Down in isolated intestines of ifo-1(kc2),256,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S1,ANOVA p<0.05; foldchange <= -2,authors,GSE125131,,
n.a.,Tissue,Down in isolated intestines of ifo-1(kc2),256,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S1,ANOVA p<0.05; foldchange <= -2,authors,GSE125131,,
n.a.,Chemicals/stress,Up by Bacillus thuringiensis pore forming toxin Cry5B,1829,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S2,ANOVA p<0.05; foldchange >= 2,authors,GSE125131,,
n.a.,Microbes,Up by Bacillus thuringiensis pore forming toxin Cry5B,1829,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S2,ANOVA p<0.05; foldchange >= 2,authors,GSE125131,,
n.a.,Mutants,Up in isolated intestines of ifo-1(kc2),808,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S1,ANOVA p<0.05; foldchange >= 2,authors,GSE125131,,
n.a.,Tissue,Up in isolated intestines of ifo-1(kc2),808,https://pubmed.ncbi.nlm.nih.gov/30630824/,Table S1,ANOVA p<0.05; foldchange >= 2,authors,GSE125131,,
,Mutants,Down alg-1 mutant,212,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,down by lin-35 mutant (Grishok),170,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,down by rde-4 mutant (Grishok),218,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,Down zfp-1 mutant,433,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,UP by lin-35 mutant (Grishok),528,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,UP in alg-1 mutant,169,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,UP in lin-35 & down in zfp-1,55,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,UP in rde-4 mutant,281,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Mutants,UP in zfp-1 mutant,416,http://www.ncbi.nlm.nih.gov/pubmed/19073934,Supplemental Spreadsheet 1,,,GSE13258,,
,Microbes,enriched by ain-2 IP,1949,http://www.ncbi.nlm.nih.gov/pubmed/19675127,Table S2,,,GSE13473,,
,Microbes,UP by P. aeruginosa PA14 at 12h,104,http://www.ncbi.nlm.nih.gov/pubmed/18927620,Table S2,,,GSE13473,,
,TF Targets,NFI-1 targets with motif in mouse and human orthologs,24,http://www.ncbi.nlm.nih.gov/pubmed/19584245,Supp table ,,,GSE13918,,
,Mutants,Down spr-5 mutant (sprf),502,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,Down spr-5 mutant (sprf1),1382,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,Down spr-5 mutant (sprf13 vs. sprf1),64,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,Down spr-5 mutant (sprf13),1374,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,Down spr-5 mutant (sprf26 vs. sprf13),348,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,Down spr-5 mutant (sprf26),1085,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,Down spr-5 mutant sprf26 vs. sprf1),108,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf1 vs. N2),1090,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf13 vs. N2),1620,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf13 vs. sprf1),130,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf26 vs. N2),1262,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf26 vs. sprf1),183,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,UP spr-5 mutant (sprf26 vs. sprf13),126,http://www.ncbi.nlm.nih.gov/pubmed/19379696,Fig S7,,,GSE14432,,
,Mutants,UP spr-5 mutant vs. N2 (all),422,http://www.ncbi.nlm.nih.gov/pubmed/19379696,rawdata,,,GSE14432,,
,TF Targets,DCC targets,73,http://www.ncbi.nlm.nih.gov/pubmed/19270160,Supp table S1,,,GSE14640,,
,Development/Dauer/Aging,Dosage-Compensated,373,http://www.ncbi.nlm.nih.gov/pubmed/19270160,Supp table S4,,,GSE14640,,
,Mutants,Down mes-2 mutant embryo 2E stage,323,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,,,GSE14913,,
,Mutants,Down mes-2 mutant embryo 4E stage,73,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,,,GSE14913,,
,Mutants,UP mes-2 mutant embryo 2E stage vs. widetype,35,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,,,GSE14913,,
,Mutants,UP mes-2 mutant embryo 4E stage vs. widetype,26,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,,,GSE14913,,
,Mutants,UP mes-2 mutant embryo 8E stage vs. widetype,144,http://www.ncbi.nlm.nih.gov/pubmed/19460346,Rawdata,,,GSE14913,,
,Chemicals/stress,Down by AgNPs,1026,http://www.ncbi.nlm.nih.gov/pubmed/19544910,Supplementary Table 4,,,GSE14932,,
,Chemicals/stress,UP by AgNPs,398,http://www.ncbi.nlm.nih.gov/pubmed/19544910,Supplementary Table 4,,,GSE14932,,
,Chemicals/stress,Down by BPA,1895,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,Down DEHP exposure,2661,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,Down NP-exposure,3731,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,Up by BPA,1820,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,UP DEHP exposure,1914,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,UP NP-exposure,1487,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE15016,Rawdata,,,GSE15016,,
,Chemicals/stress,affected by copy number variants,1473,http://www.ncbi.nlm.nih.gov/pubmed/20100350,Supplementary Material 9,,,GSE15159,,
,Mutants,down by P. aeruginosa PA14 at 12h,42,http://www.ncbi.nlm.nih.gov/pubmed/18927620,Re-analysis (fdr<0.01 & fold>=2),,,GSE15159,,
,Chemicals/stress,UV regulated under glp-1 mutant,137,http://www.ncbi.nlm.nih.gov/pubmed/19879883,Supplementary Material 9,,,GSE15159,,
,Chemicals/stress,UV regulated under xpa-1 mutant,95,http://www.ncbi.nlm.nih.gov/pubmed/19879883,Supplementary Material 9,,,GSE15159,,
,Mutants,"UV regulated, N2",28,http://www.ncbi.nlm.nih.gov/pubmed/19879883,Re-analysis (fdr<0.01 & fold>=2),,,GSE15159,,
,Mutants,Down DBL-1 ++ vs. SMA-6 -,543,http://www.ncbi.nlm.nih.gov/pubmed/20529267,Additional file 2,,,GSE15527,,
,Mutants,UP DBL-1 ++ vs. SMA-6 -,1446,http://www.ncbi.nlm.nih.gov/pubmed/20529267,Additional file 2,,,GSE15527,,
,Mutants,Down hlh-30 mutant,123,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S8,,,GSE15762,,
,TF Targets,HLH-1 targets,266,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-11 targets,486,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and CND-1 targets,2403,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-10 targets,5920,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-14 targets,2554,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-15 targets,85,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-3 targets,4079,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-4 targets,3500,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-8 targets,317,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-2 and HLH-9 targets,1058,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-25 targets,5766,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-26 targets,422,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-27 targets,1505,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-29 targets,740,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,HLH-30 targets,548,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,LIN-32 targets genes,3227,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,MDL-1 and MXL-1 targets,5615,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,MXL-3 targets,1601,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,TF Targets,REF-1 targets,1299,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S6,,,GSE15762,,
,Mutants,UP hlh-30 mutant,12,http://www.ncbi.nlm.nih.gov/pubmed/19632181,Table S8,,,GSE15762,,
,Other,Increased siRNA reads by mut-16(mg461) mutant,52,http://www.ncbi.nlm.nih.gov/pubmed/21245313,Table S1,,,GSE15778,,
,Microbes,Down Bacillus megaterium,11,http://www.ncbi.nlm.nih.gov/pubmed/19503598,RawData,,,GSE15923,,
,Microbes,Down Micrococcus luteus vs. OP50,11,http://www.ncbi.nlm.nih.gov/pubmed/19503598,RawData,,,GSE15923,,
,Microbes,Down Pseudomonas sp. vs. OP50,30,http://www.ncbi.nlm.nih.gov/pubmed/19503598,RawData,,,GSE15923,,
,Microbes,Down soil bacteria vs. OP50,73,http://www.ncbi.nlm.nih.gov/pubmed/19503598,Table S2,,,GSE15923,,
