Categories,Gene Set name,Refs,Rawdata,Additional categories,
Microbes,Responding to S. aureus AND P. aeruginosa NOT M. Nematophilum,http://www.ncbi.nlm.nih.gov/pubmed/20617181,GSE21819,NA,
Microbes,UP after 8h infection with S. aureus,http://www.ncbi.nlm.nih.gov/pubmed/20617181,GSE21819,NA,
Microbes,UP infected by S. aureus 8H,http://www.ncbi.nlm.nih.gov/pubmed/20617181,GSE21819,NA,
Mutants,down by ets-4 (ok165) mutant,http://www.ncbi.nlm.nih.gov/pubmed/20862312,GSE21851,NA,
Mutants,down by ets-4 (uz1) mutant,http://www.ncbi.nlm.nih.gov/pubmed/20862312,GSE21851,NA,
Mutants,UP by ets-4 (ok165) mutant,http://www.ncbi.nlm.nih.gov/pubmed/20862312,GSE21851,NA,
Mutants,UP by ets-4 (uz1) mutant,http://www.ncbi.nlm.nih.gov/pubmed/20862312,GSE21851,NA,
Mutants,Down tom-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16103915,GSE2210,NA,
Mutants,Down unc-43 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16103915,GSE2210,NA,
Mutants,UP tom-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16103915,GSE2210,NA,
Mutants,UP unc-43 mutant,http://www.ncbi.nlm.nih.gov/pubmed/16103915,GSE2210,NA,
DAF/Insulin/food,Down by heat shock F3 daf-2(e1370) vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/20816092,GSE22383,NA,
Chemicals/stress,Down HS F3 vs. CTL F3,http://www.ncbi.nlm.nih.gov/pubmed/20816092,GSE22383,NA,
DAF/Insulin/food,UP by heat shock F3 daf-2(e1370) vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/20816092,GSE22383,NA,
Chemicals/stress,UP HS F3 vs. CTL F3,http://www.ncbi.nlm.nih.gov/pubmed/20816092,GSE22383,NA,
Chemicals/stress,Down by 100ng/ml ivermectin,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Chemicals/stress,Down by 1ng/ml ivermectin,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Chemicals/stress,Down by IVM exposure,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Chemicals/stress,UP by 100ng/ml ivermectin,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Chemicals/stress,UP by 1ng/ml ivermectin,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Chemicals/stress,UP by IVM exposure,http://www.ncbi.nlm.nih.gov/pubmed/22348077,GSE22660,NA,
Other,"Changed between CB4856 and N2, Juveniles",http://www.ncbi.nlm.nih.gov/pubmed/22670229,GSE22887,NA,
Other,"Changed between CB4856 and N2, Reproductives",http://www.ncbi.nlm.nih.gov/pubmed/22670229,GSE22887,NA,
Other,Reduce small RNAs reads by adr-2 mutant,http://www.ncbi.nlm.nih.gov/pubmed/22673872,GSE22887,NA,
Chemicals/stress,down by benzene exposure,http://www.ncbi.nlm.nih.gov/pubmed/24846693,GSE23013,NA,
Chemicals/stress,Down by BTF mix 24H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Chemicals/stress,Down by Toluene 24h,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Chemicals/stress,Down Formaldehyde exposure 24H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Chemicals/stress,"down in 25C vs. 20C, HC445 4-cell stage embryo",http://www.ncbi.nlm.nih.gov/pubmed/25552271,GSE23013,NA,
Chemicals/stress,UP by BTF mix 24H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Chemicals/stress,UP by Toluene 24h,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Chemicals/stress,UP Formaldehyde exposure 24H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE23013,GSE23013,NA,
Tissue,7TM/GPCR genes,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,A-class Neuron enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,BWM-enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,Coelomocyte enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,Dopaminergic neuron enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,GABA-enriched-core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,hypodermis enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,intestine enriched core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Tissue,panneural-enriched-core,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Development/Dauer/Aging,Z2 and Z3 enriched genes,http://www.ncbi.nlm.nih.gov/pubmed/21177967,GSE23262-9,NA,
Development/Dauer/Aging,Down sma-2 L4 or sma-4 L4 vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/20946987,GSE23509,NA,
Development/Dauer/Aging,Down sma-2;fem-1 vs. fem-1,http://www.ncbi.nlm.nih.gov/pubmed/20946987,GSE23509,NA,
Development/Dauer/Aging,UP sma-2 L4 or sma-4 L4 vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/20946987,GSE23509,NA,
Development/Dauer/Aging,UP sma-2;fem-1 vs. fem-1,http://www.ncbi.nlm.nih.gov/pubmed/20946987,GSE23509,NA,
Chemicals/stress,Light and Temperature Driven,http://www.ncbi.nlm.nih.gov/pubmed/20967231,GSE23528,NA,
Chemicals/stress,Light and Temperature Entrained,http://www.ncbi.nlm.nih.gov/pubmed/20967231,GSE23528,NA,
TF Targets,gld-2 associated,http://www.ncbi.nlm.nih.gov/pubmed/20855596,GSE23843,NA,
TF Targets,rnp-8 associated,http://www.ncbi.nlm.nih.gov/pubmed/20855596,GSE23843,NA,
TF Targets,UP by sam-10 mutant,http://www.ncbi.nlm.nih.gov/pubmed/21115607,GSE23843,NA,
Chemicals/stress,Changed by Chlorpyrifos 16C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Changed by Chlorpyrifos 24C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Changed by Chlorpyrifos+Diazinon 16C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Changed by Chlorpyrifos+Diazinon 24C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Changed by Diazinon 16C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Changed by Diazinon 24C,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Commonly regulated by all toxicants(CPF and DZN),http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Regulated by temperature,http://www.ncbi.nlm.nih.gov/pubmed/21931806,GSE24257,NA,
Chemicals/stress,Down by MWCNT 24H vs. 0H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,GSE24847,NA,
Chemicals/stress,Down by MWCNT 4H vs. 0H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,GSE24847,NA,
Chemicals/stress,UP by MWCNT 24H vs. 0H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,GSE24847,NA,
Chemicals/stress,UP by MWCNT 4H vs. 0H,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE24847,GSE24847,NA,
Chemicals/stress,Down by H2S 12H,http://www.ncbi.nlm.nih.gov/pubmed/21980473,GSE25199,NA,
Chemicals/stress,Down by H2S 24H,http://www.ncbi.nlm.nih.gov/pubmed/21980473,GSE25199,NA,
Chemicals/stress,UP by H2S 12H,http://www.ncbi.nlm.nih.gov/pubmed/21980473,GSE25199,NA,
Chemicals/stress,UP by H2S 48H,http://www.ncbi.nlm.nih.gov/pubmed/21980473,GSE25199,NA,
Mutants,Changed between CB4856 and N2 by eQTL,http://www.ncbi.nlm.nih.gov/pubmed/20610403,GSE25285,NA,
Development/Dauer/Aging,Down aak-2 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,Down crh-1 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,Down tax-6 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,UP aak-2 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,UP crh-1 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,UP tax-6 null,http://www.ncbi.nlm.nih.gov/pubmed/21331044,GSE25513,NA,
Mutants,"Down daf-19 mutant, Phirke",http://www.ncbi.nlm.nih.gov/pubmed/21740898,GSE25633,NA,
Mutants,"UP daf-19 mutant, Phirke",http://www.ncbi.nlm.nih.gov/pubmed/21740898,GSE25633,NA,
Microbes,Down by his-24 and infection inducible,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,Down his-24 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,Down hpl-1 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,Down hpl-2 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Microbes,UP by his-24 and infection inducible,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,UP his-24 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,UP hpl-1 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Mutants,UP hpl-2 KO,http://www.ncbi.nlm.nih.gov/pubmed/22083954,GSE25714,NA,
Chemicals/stress,Down by pRJ-Fr.5,http://www.ncbi.nlm.nih.gov/pubmed/21858156,GSE26094,NA,
Chemicals/stress,UP treated by pRJ-Fr. 5,http://www.ncbi.nlm.nih.gov/pubmed/21858156,GSE26094,NA,
TF Targets,"daf-12 targets, within 1k bps",http://www.ncbi.nlm.nih.gov/pubmed/21814518,GSE26165,NA,
TF Targets,Increased siRNA reads by mut-16(pk710) mutant,http://www.ncbi.nlm.nih.gov/pubmed/21245313,GSE26165,NA,
TF Targets,Reduced siRNA reads by mut-16(mg461) mutant,http://www.ncbi.nlm.nih.gov/pubmed/21245313,GSE26165,NA,
TF Targets,Reduced siRNA reads by mut-16(pk710) mutant,http://www.ncbi.nlm.nih.gov/pubmed/21245313,GSE26165,NA,
Tissue,"Common-enriched mRNA tag in Germline, Muscle and Intestine (Pauli)",http://www.ncbi.nlm.nih.gov/pubmed/16354718,GSE2626,NA,
Tissue,Germline-enriched mRNA tag (Pauli),http://www.ncbi.nlm.nih.gov/pubmed/16354718,GSE2626,NA,
Tissue,Intestine-enriched mRNA tag (Pauli),http://www.ncbi.nlm.nih.gov/pubmed/16354718,GSE2626,NA,
Tissue,Muscle-enriched mRNA tag (Pauli),http://www.ncbi.nlm.nih.gov/pubmed/16354718,GSE2626,NA,
TF Targets,down by sir-2.1(O/E),http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE26582,NA,
TF Targets,"ego-1 putative targets, L4 and adult",http://www.ncbi.nlm.nih.gov/pubmed/21396820,GSE26582,NA,
Mutants,down by lin-35 mutant (Petrella),http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,Down lin-15b and lin-35 mutant,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,Down lin-15b mutant,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Development/Dauer/Aging,Down lin-35; mes-4 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,UP by lin-35 mutant (Petrella),http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,UP in lin-35 mutant and down in lin-35;mes-4,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,UP lin-15b and lin-35 mutant,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,UP lin-15b mutant,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Mutants,UP lin-35;mes-4 RNAi,http://www.ncbi.nlm.nih.gov/pubmed/21343362,GSE26825,NA,
Microbes,down by C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
Microbes,down by C. albicans vs. heat-killed C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
Microbes,down by heat-killed C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
Microbes,UP by C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
Microbes,UP by C. albicans vs. heat-killed C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
Microbes,UP by heat-killed C. albicans (Pukkila-Worley),http://www.ncbi.nlm.nih.gov/pubmed/21731485,GSE27401,NA,
DAF/Insulin/food,Dependent on daf-16,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Dependent on jun-1,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Dependent on kgb-1,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Down daf-16 jun-1 and kgb-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
DAF/Insulin/food,Down daf-16 mutant By Fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
DAF/Insulin/food,Down daf-16 mutant By Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Down jun-1 mutant vs. wt by Fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Down jun-1 mutant vs. wt by Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Down kgb-1 mutant vs. wt by fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,Down kgb-1 mutant vs. wt by Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
DAF/Insulin/food,Fasting-Induced,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
DAF/Insulin/food,UP daf-16 mutant By Fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
DAF/Insulin/food,UP daf-16 mutant By Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,UP jun-1 mutant vs. wt by Fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,UP jun-1 mutant vs. wt by Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,UP kgb-1 mutant vs. wt by fast,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Mutants,UP kgb-1 mutant vs. wt by Fed,http://www.ncbi.nlm.nih.gov/pubmed/23352664,GSE27677,NA,
Microbes,Down infected by PA14 octr-1 mutant vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/21474712,GSE27867,NA,
Microbes,UP infected by PA14 octr-1 mutant vs. N2,http://www.ncbi.nlm.nih.gov/pubmed/21474712,GSE27867,NA,
Chemicals/stress,UP treated by 100 um plumbagin,http://www.ncbi.nlm.nih.gov/pubmed/21765926,GSE28301,NA,
TF Targets,"ego-1 putative targets, L3, L4 and adult",http://www.ncbi.nlm.nih.gov/pubmed/21396820,GSE28350,NA,
Other,Hypoxia-Normoxia changed,http://www.ncbi.nlm.nih.gov/pubmed/15781453,GSE2836,NA,
TF Targets,Positive regulated By HLH-1,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
TF Targets,Positive regulated By UNC-120,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
TF Targets,TFs Negative regulated By HLH-1,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
TF Targets,TFs Negative regulated By UNC-120,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
Mutants,UP hlh-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
Tissue,UP in muscle enriched animals but not in muscle,http://www.ncbi.nlm.nih.gov/pubmed/22730465,GSE28563,NA,
Chemicals/stress,Down by heat shock,http://www.ncbi.nlm.nih.gov/pubmed/16480708,GSE2862,NA,
Chemicals/stress,UP by heat shock,http://www.ncbi.nlm.nih.gov/pubmed/16480708,GSE2862,NA,
Mutants,Down ifg-1 inhibited,http://www.ncbi.nlm.nih.gov/pubmed/21723504,GSE28665,NA,
Mutants,UP ifg-1 inhibited,http://www.ncbi.nlm.nih.gov/pubmed/21723504,GSE28665,NA,
TF Targets,lin-54 targets,http://www.ncbi.nlm.nih.gov/pubmed/21589891,GSE28853,NA,
TF Targets,LIN-54 targets and in fly DRM,http://www.ncbi.nlm.nih.gov/pubmed/21589891,GSE28853,NA,
TF Targets,LIN-54 targets and in human DRM,http://www.ncbi.nlm.nih.gov/pubmed/21589891,GSE28853,NA,
Chemicals/stress,Down after shifting temperature,http://www.ncbi.nlm.nih.gov/pubmed/21706021,GSE28856,NA,
Chemicals/stress,Up after shifting temperature,http://www.ncbi.nlm.nih.gov/pubmed/21706021,GSE28856,NA,
TF Targets,piRNA targets,http://www.ncbi.nlm.nih.gov/pubmed/22700655,GSE28888,NA,
TF Targets,Reduce small RNAs reads by adr-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/22673872,GSE28888,NA,
TF Targets,Reduce small RNAs reads by adr-1;adr-2 mutant,http://www.ncbi.nlm.nih.gov/pubmed/22673872,GSE28888,NA,
Chemicals/stress,"Cluster 12, constant expression postembryonic",http://www.ncbi.nlm.nih.gov/pubmed/24036951,GSE28915,NA,
Chemicals/stress,"down by inorganic mercuric chloride (HgCl2), 20 uM",http://www.ncbi.nlm.nih.gov/pubmed/24118919,GSE28915,NA,
Chemicals/stress,"down by organic methylmercury chloride (MeHgCl), 2.0 and 7.5 uM",http://www.ncbi.nlm.nih.gov/pubmed/24118919,GSE28915,NA,
Chemicals/stress,"UP by inorganic mercuric chloride (HgCl2), 20 uM",http://www.ncbi.nlm.nih.gov/pubmed/24118919,GSE28915,NA,
Mutants,down hif-1; vhl-1 vs. hif-1,http://www.ncbi.nlm.nih.gov/pubmed/15361934,GSE2963,NA,
Mutants,Down vhl-1 mutant vs. wildtype,http://www.ncbi.nlm.nih.gov/pubmed/15361934,GSE2963,NA,
Chemicals/stress,Top 30 UP vhl-1 vs. wildtype,http://www.ncbi.nlm.nih.gov/pubmed/15361934,GSE2963,NA,
Mutants,UP hif-1; vhl-1 vs. hif-1,http://www.ncbi.nlm.nih.gov/pubmed/15361934,GSE2963,NA,
Chemicals/stress,Down by cholesterol 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,Down by estrogen 10e-05,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,Down by progesterone 10e-05,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,Down by progesterone 10e-07,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,Down by progesterone 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,Down by testosterone 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by cholesterol 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by estrogen 10e-05,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by progesterone 10e-05,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by progesterone 10e-07,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by progesterone 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Chemicals/stress,UP by testosterone 10e-09,http://www.ncbi.nlm.nih.gov/pubmed/11795393,GSE2970,NA,
Other,SL2-Enriched total,http://www.ncbi.nlm.nih.gov/pubmed/12075352,GSE2975,NA,
Mutants,down by Cadmium (Swain),http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE29951,NA,
Chemicals/stress,"down by mtl-1 KO,mtl-2(zs1) mutant",http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE29951,NA,
Chemicals/stress,lin-42 targets,http://www.ncbi.nlm.nih.gov/pubmed/25032706,GSE29951,NA,
Chemicals/stress,UP by Cadmium (Swain),http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE29951,NA,
Chemicals/stress,"UP by Cadmium under mtl-1 KO, mtl-2 (zs1) mutant",http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE29951,NA,
Mutants,"UP by mtl-1 KO,mtl-2(zs1) mutant",http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE29951,GSE29951,NA,
Chemicals/stress,Down by 1 Gy of X-rays,http://www.ncbi.nlm.nih.gov/pubmed/22796420,GSE29979,NA,
TF Targets,"down by arsenic, high dose",http://www.ncbi.nlm.nih.gov/pubmed/23894281,GSE30246,NA,
TF Targets,"Rb/E2F (dpl-1, efl-1, lin-35) targets, germline",http://www.ncbi.nlm.nih.gov/pubmed/23347407,GSE30246,NA,
TF Targets,"Rb/E2F (dpl-1, efl-1, lin-35) targets, intestine",http://www.ncbi.nlm.nih.gov/pubmed/23347407,GSE30246,NA,
TF Targets,"Rb/E2F (dpl-1, efl-1, lin-35) targets, soma",http://www.ncbi.nlm.nih.gov/pubmed/23347407,GSE30246,NA,
Development/Dauer/Aging,Day 8 cluster,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,Down ash-2 RNAi Day 8,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,Down ash-2 RNAi Day 8 on glp-1(e2141ts),http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,Down ash-2 RNAi L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,Down ash-2 RNAi on glp-1 (e2141ts) L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,Down Day 8 on glp-1(e2141ts) vs. Wildtype,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,Down glp-1 (e2141ts) L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,L3 cluster gene,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,UP Day 8 on glp-1(e2141ts) vs. Wildtype,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,UP glp-1 (e2141ts) L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,UP ash-2 RNAi Day 8,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Development/Dauer/Aging,UP ash-2 RNAi Day 8 on glp-1(e2141ts),http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,UP ash-2 RNAi L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Mutants,UP ash-2 RNAi on glp-1 (e2141ts) L3,http://www.ncbi.nlm.nih.gov/pubmed/20555324,GSE30505,NA,
Chemicals/stress,"down in 25C vs. 20C, N2 4-cell stage embryo",http://www.ncbi.nlm.nih.gov/pubmed/25552271,GSE30666,NA,
Chemicals/stress,"enriched by Pmyo-3::ain-2::gfp, Asynchronous worms",http://www.ncbi.nlm.nih.gov/pubmed/22503424,GSE30666,NA,
Chemicals/stress,"UP in 25C vs. 20C, HC445 4-cell stage embryo",http://www.ncbi.nlm.nih.gov/pubmed/25552271,GSE30666,NA,
Chemicals/stress,"UP in 25C vs. 20C, N2 4-cell stage embryo",http://www.ncbi.nlm.nih.gov/pubmed/25552271,GSE30666,NA,
Mutants,down by daf-2 mutant (Rizki),http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE30725,NA,
Mutants,down by hcf-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE30725,NA,
Mutants,"Targets of eri-6/7-dependent siRNAs, adult",http://www.ncbi.nlm.nih.gov/pubmed/22102828,GSE30725,NA,
Mutants,UP by daf-2 mutant (Rizki),http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE30725,NA,
Mutants,UP by hcf-1 mutant,http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE30725,NA,
Mutants,UP by sir-2.1(O/E),http://www.ncbi.nlm.nih.gov/pubmed/21909281,GSE30725,NA,
DAF/Insulin/food,Down daf-16 vs. daf-2,http://www.ncbi.nlm.nih.gov/pubmed/12882324,GSE3089,NA,
DAF/Insulin/food,Putative direct transcriptional targets of DAF-16,http://www.ncbi.nlm.nih.gov/pubmed/12882324,GSE3089,NA,
DAF/Insulin/food,UP daf-16 vs. daf-2,http://www.ncbi.nlm.nih.gov/pubmed/12882324,GSE3089,NA,
Development/Dauer/Aging,Down dauer vs. dauer-exit,http://www.ncbi.nlm.nih.gov/pubmed/22712530,GSE30977 ,NA,
Development/Dauer/Aging,UP dauer vs. dauer-exit,http://www.ncbi.nlm.nih.gov/pubmed/22712530,GSE30977 ,NA,
Mutants,Down Day1 wdr-5 mutant vs. wt Transgenerational,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Mutants,Down wdr-5 mutant day 1,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Mutants,Down wdr-5 mutant day 2,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Other,UP by benzene exposure,http://www.ncbi.nlm.nih.gov/pubmed/24846693,GSE31043,NA,
Mutants,UP wdr-5 mutant Day1,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Mutants,UP wdr-5 mutant Day1 Transgenerational,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Mutants,UP wdr-5 mutant Day2,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Mutants,UP wdr-5 mutant Day2 Transgenerational,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Other,wdr-5 negatively regulated,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
Other,wdr-5 positively regulated,http://www.ncbi.nlm.nih.gov/pubmed/22012258,GSE31043,NA,
